nominal_structure_id,nominal_core_width_nm,nominal_coupling_gap_nm,nominal_ring_radius_um,nominal_core_thickness_nm,nominal_slab_thickness_nm,nominal_device_layer_thickness_nm,dataset_role,frozen_confirmation,sampling_method,sampling_seed,split,wafer_id
ring_cv_dev_20260912_0166,434.5651168601488,361.92010694631153,9.985018035143367,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_06
ring_cv_dev_20260912_0167,443.3345277532925,385.4117171720129,9.954737334042472,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_00
ring_cv_dev_20260912_0168,438.2394823836268,449.8142546223291,9.9621840809315,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,validation,dev_wafer_04
ring_cv_dev_20260912_0169,440.1216610621768,437.66915842422696,9.988375783595965,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_05
ring_cv_dev_20260912_0170,431.8403328367719,389.43824444954953,10.16448244071645,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_06
ring_cv_dev_20260912_0171,438.0732739149244,418.0947637727133,9.95296861669019,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_06
ring_cv_dev_20260912_0172,458.2089445469146,362.2490160344756,9.865406473021524,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,calibration,dev_wafer_05
ring_cv_dev_20260912_0173,445.5334650821413,430.99022068063096,10.151240127872043,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,calibration,dev_wafer_01
ring_cv_dev_20260912_0174,436.20052390542486,414.12605199697407,9.947996489471716,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,validation,dev_wafer_05
ring_cv_dev_20260912_0175,431.9201693218511,355.7540208679655,10.184099842862471,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_03
ring_cv_dev_20260912_0176,430.0663939928777,438.7209428716337,10.118965100112092,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_06
ring_cv_dev_20260912_0177,444.5649471563947,386.2113182701034,10.046529128463522,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_06
ring_cv_dev_20260912_0178,451.6118156507407,428.9333642294004,9.819038073280694,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_01
ring_cv_dev_20260912_0179,454.3435627411236,436.9542139353987,10.16648407767804,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_07
ring_cv_dev_20260912_0180,462.4942174193691,434.96245014147615,9.890753032005843,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,calibration,dev_wafer_04
ring_cv_dev_20260912_0181,460.7179414165234,425.11439993565216,9.840095951157474,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_05
ring_cv_dev_20260912_0182,458.0887874416457,407.5080840428662,9.978738402607483,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,internal_test,dev_wafer_04
ring_cv_dev_20260912_0183,447.7748758323274,365.81910215945226,9.82592243191782,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,internal_test,dev_wafer_03
ring_cv_dev_20260912_0184,448.78140522648033,356.82974298024226,9.895895699857446,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,internal_test,dev_wafer_01
ring_cv_dev_20260912_0185,435.0527231564606,350.8682006906606,10.13076850510124,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_07
ring_cv_dev_20260912_0186,452.6451339242296,412.3693021917961,9.88911398422885,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,calibration,dev_wafer_04
ring_cv_dev_20260912_0187,457.3382867101442,362.8160394155423,9.929224640833729,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,internal_test,dev_wafer_04
ring_cv_dev_20260912_0188,465.822175318554,437.3101230621962,10.106103270629506,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,calibration,dev_wafer_02
ring_cv_dev_20260912_0189,458.6006716924862,358.7491405957502,10.04986577593228,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,validation,dev_wafer_01
ring_cv_dev_20260912_0190,451.6284218821549,431.9119630565991,9.82681972547267,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_00
ring_cv_dev_20260912_0191,455.204676136349,377.0466056156986,10.146129865832512,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_00
ring_cv_dev_20260912_0192,469.3778520704433,371.31945101366136,9.832275735787777,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,calibration,dev_wafer_05
ring_cv_dev_20260912_0193,456.9505975640868,388.0631123091615,9.842272345600696,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,internal_test,dev_wafer_00
ring_cv_dev_20260912_0194,441.9697777816458,416.0171919998944,9.931469665891584,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_05
ring_cv_dev_20260912_0195,446.34755127227,368.69909434839394,10.01606368119009,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,validation,dev_wafer_07
ring_cv_dev_20260912_0196,457.53376147381465,425.9661450977053,10.101322684142769,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_06
ring_cv_dev_20260912_0197,431.6815835308115,361.5779666929153,10.18234084052438,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_02
ring_cv_dev_20260912_0198,450.38510876179305,417.4123153355132,10.037257135616874,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_03
ring_cv_dev_20260912_0199,466.1505649345978,368.9393294982831,10.110145133757976,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,validation,dev_wafer_04
ring_cv_dev_20260912_0200,456.4812919396037,385.6716381963249,9.951374951063448,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,calibration,dev_wafer_06
ring_cv_dev_20260912_0201,467.190828330132,362.6537417018632,10.155233076878671,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_01
ring_cv_dev_20260912_0202,433.40169790464455,437.9857837943333,10.1540394953987,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_04
ring_cv_dev_20260912_0203,454.537232011003,392.68062952323527,9.99670205255288,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_03
ring_cv_dev_20260912_0204,443.78658551587966,430.7099305562351,9.917151717628228,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_05
ring_cv_dev_20260912_0205,460.4822422709164,369.0902721667168,10.172194361050332,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,validation,dev_wafer_00
ring_cv_dev_20260912_0206,430.26507131112186,403.5372795614435,9.88465977082854,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_04
ring_cv_dev_20260912_0207,447.2580474844376,426.52519104637696,10.054288341378172,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_05
ring_cv_dev_20260912_0208,466.8128418926528,391.60118722379,10.020425535453274,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_01
ring_cv_dev_20260912_0209,436.06799478553927,420.9761355716373,10.02800008476477,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_01
ring_cv_dev_20260912_0210,436.6501494667697,394.6149027664293,10.0667873081531,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,validation,dev_wafer_01
ring_cv_dev_20260912_0211,460.1159611988513,387.6129930548768,9.945414857888837,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_03
ring_cv_dev_20260912_0212,451.374751015845,376.6013811842851,10.01784609866243,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,internal_test,dev_wafer_05
ring_cv_dev_20260912_0213,455.4529679852117,417.7167939005264,10.081299478050664,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,calibration,dev_wafer_02
ring_cv_dev_20260912_0214,466.7189219088917,448.3963252291208,9.982099945852983,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,calibration,dev_wafer_05
ring_cv_dev_20260912_0215,430.510469168075,430.4771713014636,9.92544340117898,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_06
ring_cv_dev_20260912_0216,450.1303948727374,421.5747497778506,10.091119996582254,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_01
ring_cv_dev_20260912_0217,460.9035979369021,368.0172424603065,10.14811095583972,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_02
ring_cv_dev_20260912_0218,459.86785603864,373.5088700983357,9.960237331539323,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_03
ring_cv_dev_20260912_0219,448.6578092190043,383.8951792153794,9.967837519344632,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_03
ring_cv_dev_20260912_0220,432.6202416173573,357.7746808442883,10.096559309282648,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,internal_test,dev_wafer_01
ring_cv_dev_20260912_0221,459.67948792619467,422.0576286543943,9.830352101454,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,validation,dev_wafer_07
ring_cv_dev_20260912_0222,441.8265797063441,439.41346944128185,9.990338507867069,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_00
ring_cv_dev_20260912_0223,447.0945666690057,401.0896010832384,9.98042307867139,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,calibration,dev_wafer_05
ring_cv_dev_20260912_0224,433.8561355566746,406.9613330532166,9.827941017920208,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,validation,dev_wafer_03
ring_cv_dev_20260912_0225,430.99041813451385,409.7125883916808,9.956713385694597,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_03
ring_cv_dev_20260912_0226,439.7281181654655,423.5679605275601,10.142253491277234,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_06
ring_cv_dev_20260912_0227,458.8929254878152,428.2536673820987,9.90321515507999,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_04
ring_cv_dev_20260912_0228,443.22660483343,357.4918518304565,9.930406321327872,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_00
ring_cv_dev_20260912_0229,442.66980613964574,374.7675983039854,10.011788457404194,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_05
ring_cv_dev_20260912_0230,443.0843993511574,444.4257869384903,9.940961623377111,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_07
ring_cv_dev_20260912_0231,447.6389801077115,396.5756265459752,9.864050407103054,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_05
ring_cv_dev_20260912_0232,453.2030560489729,389.711141387314,9.917621467466812,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,internal_test,dev_wafer_02
ring_cv_dev_20260912_0233,458.4339444734607,353.6234564866924,9.911848933246668,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_00
ring_cv_dev_20260912_0234,459.9013061053352,419.3969343417797,9.868433708632535,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,calibration,dev_wafer_00
ring_cv_dev_20260912_0235,468.24839243125086,402.7374779023841,9.966419954832611,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,calibration,dev_wafer_05
ring_cv_dev_20260912_0236,438.5594321190555,371.0739489139597,10.05356297014465,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,calibration,dev_wafer_02
ring_cv_dev_20260912_0237,468.299530579274,366.97059436426593,10.029223662383124,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_06
ring_cv_dev_20260912_0238,453.62770367730127,436.4901767124019,9.807553975661897,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,internal_test,dev_wafer_07
ring_cv_dev_20260912_0239,456.0093927081553,388.8251557654565,10.070811171239146,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_04
ring_cv_dev_20260912_0240,454.2421803874692,425.3902991572615,9.943293593167915,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,validation,dev_wafer_02
ring_cv_dev_20260912_0241,431.3856618372845,409.6224970354039,10.132293336946542,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_04
ring_cv_dev_20260912_0242,469.2533770134871,431.5866226772288,10.079068262775335,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,validation,dev_wafer_05
ring_cv_dev_20260912_0243,458.2711779615606,384.8423649439549,10.127463717075065,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_03
ring_cv_dev_20260912_0244,461.00877503541375,440.8192448600208,10.000340376033236,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,calibration,dev_wafer_05
ring_cv_dev_20260912_0245,464.3149422818266,412.1339653373146,9.894481622004074,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,calibration,dev_wafer_07
ring_cv_dev_20260912_0246,441.0534189075455,406.2721203386664,10.01884837441691,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_01
ring_cv_dev_20260912_0247,468.4302155147122,414.787515373393,10.14401065730209,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_04
ring_cv_dev_20260912_0248,437.7506208630479,422.4298669094678,9.90164675155135,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_06
ring_cv_dev_20260912_0249,445.8241958602261,439.3088972170472,10.194195516285406,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,calibration,dev_wafer_01
ring_cv_dev_20260912_0250,467.5606318930936,445.293528139876,10.009558353478706,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_03
ring_cv_dev_20260912_0251,448.23426652824566,373.4087772784179,9.836591513401514,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,validation,dev_wafer_03
ring_cv_dev_20260912_0252,440.56497359518295,425.7756449737517,10.08407066879876,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_00
ring_cv_dev_20260912_0253,451.0048904874751,439.7096544884273,10.09996667752341,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_03
ring_cv_dev_20260912_0254,436.54721945065126,376.3153970153351,10.039690867063474,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_00
ring_cv_dev_20260912_0255,461.3782018928879,424.1717598046481,9.942208315212133,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_02
ring_cv_dev_20260912_0256,457.0157121543384,391.30461972415577,9.892172389727907,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_05
ring_cv_dev_20260912_0257,457.9384248924864,359.1962235102682,10.189801377961844,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,validation,dev_wafer_01
ring_cv_dev_20260912_0258,450.8056306333314,416.9725553129484,9.910640681492008,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_03
ring_cv_dev_20260912_0259,437.64254380417344,356.31150560555426,9.882861458099407,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_06
ring_cv_dev_20260912_0260,468.7991144837974,391.9257289429573,9.849797937573673,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_04
ring_cv_dev_20260912_0261,455.8458389281709,388.60830668332073,10.004369955527276,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_01
ring_cv_dev_20260912_0262,450.7054959456507,413.0917158716325,10.055144263538478,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,calibration,dev_wafer_05
ring_cv_dev_20260912_0263,454.4525797850756,432.26725687596513,9.804971713122097,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_00
ring_cv_dev_20260912_0264,446.4793076880374,378.3150599909428,10.153349281624047,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,calibration,dev_wafer_07
ring_cv_dev_20260912_0265,444.0756294977633,442.6916676007038,9.93920670636769,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_06
ring_cv_dev_20260912_0266,438.2804981540529,365.4048404751754,10.16943110000861,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_01
ring_cv_dev_20260912_0267,446.66857392657664,372.65252029762166,9.900710660420463,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_03
ring_cv_dev_20260912_0268,435.21270314727946,358.0163530344126,10.027424578040684,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_05
ring_cv_dev_20260912_0269,432.64435109577767,403.8888704145905,9.897213240041134,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_04
ring_cv_dev_20260912_0270,439.1466116723949,374.2282306973314,9.994260313528075,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_04
ring_cv_dev_20260912_0271,463.8677014806794,436.1102064356857,9.983164073202005,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,calibration,dev_wafer_07
ring_cv_dev_20260912_0272,431.57338233646897,398.85703178957897,9.984234877322766,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_02
ring_cv_dev_20260912_0273,467.4663696229584,441.5715301636518,9.928527227748232,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,internal_test,dev_wafer_04
ring_cv_dev_20260912_0274,456.5976818984564,378.6425925099672,9.92276627899596,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_04
ring_cv_dev_20260912_0275,449.0824200348625,387.02241065286313,10.188695728785124,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,calibration,dev_wafer_00
ring_cv_dev_20260912_0276,453.0029496139198,408.5865756645002,10.136241352752227,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,internal_test,dev_wafer_03
ring_cv_dev_20260912_0277,451.9236427771446,433.5869159568714,10.063490762885923,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,calibration,dev_wafer_03
ring_cv_dev_20260912_0278,444.96545551663945,407.8395002702444,9.88104449275604,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_01
ring_cv_dev_20260912_0279,449.947940566256,352.7448329521938,9.853463574810052,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_05
ring_cv_dev_20260912_0280,443.4210078350473,444.3266089720786,9.96452592292434,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_01
ring_cv_dev_20260912_0281,433.6504297944888,438.9729370444416,10.191453579888943,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_07
ring_cv_dev_20260912_0282,465.7317779575691,446.8383368703903,10.051027430158538,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_01
ring_cv_dev_20260912_0283,449.60450215484633,378.8986631688733,10.00553066368449,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,internal_test,dev_wafer_02
ring_cv_dev_20260912_0284,452.5103770379996,441.3527445696864,9.979892503271254,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_01
ring_cv_dev_20260912_0285,445.09249344437495,410.9104211068532,10.12077029945562,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_04
ring_cv_dev_20260912_0286,461.23186295486187,416.7019241392632,10.123055093030636,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_03
ring_cv_dev_20260912_0287,434.4208094255802,383.7076275865176,9.906118602141088,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,calibration,dev_wafer_01
ring_cv_dev_20260912_0288,448.3996845081873,438.2930836849872,10.06592630436098,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,calibration,dev_wafer_06
ring_cv_dev_20260912_0289,435.6480175672268,397.1184219637796,10.088846850980126,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,validation,dev_wafer_06
ring_cv_dev_20260912_0290,465.1793422939844,395.6181155024413,10.12541409600246,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_03
ring_cv_dev_20260912_0291,455.036524943838,400.8744860944096,10.171031404141193,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_06
ring_cv_dev_20260912_0292,434.9875594539847,386.3464150121249,9.976438545525486,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_03
ring_cv_dev_20260912_0293,459.05402265499566,411.21260521995015,9.81023256710244,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_04
ring_cv_dev_20260912_0294,440.36638472533417,351.1575202219026,9.868773587530594,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,calibration,dev_wafer_06
ring_cv_dev_20260912_0295,457.4643372878834,419.1062640961357,10.034939890777888,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_04
ring_cv_dev_20260912_0296,447.4640867090518,449.0819953117366,9.965364026658555,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_00
ring_cv_dev_20260912_0297,463.2582277481061,432.73424179365287,9.84409106102264,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_07
ring_cv_dev_20260912_0298,451.8583455975352,434.43314661909113,10.080716995336072,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,internal_test,dev_wafer_04
ring_cv_dev_20260912_0299,446.955091713249,443.9828854379487,9.811525450548103,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,validation,dev_wafer_05
ring_cv_dev_20260912_0300,434.8636895821435,424.9525139169896,9.944788132844394,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_05
ring_cv_dev_20260912_0301,430.3801647650371,365.11197097556567,9.87184831548459,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_07
ring_cv_dev_20260912_0302,444.8654451393061,395.0389317703036,10.07432470030494,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_07
ring_cv_dev_20260912_0303,460.2889118139621,353.1280628666991,10.040597632961935,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_05
ring_cv_dev_20260912_0304,437.42232817165456,360.25906970712214,9.870211049159645,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_00
ring_cv_dev_20260912_0305,432.95835232467874,419.7642488905134,9.821779292178066,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_02
ring_cv_dev_20260912_0306,445.18871999691095,373.8401081360444,10.195205618197065,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,internal_test,dev_wafer_01
ring_cv_dev_20260912_0307,458.7315224291172,379.4148470913193,10.137946847895664,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_02
ring_cv_dev_20260912_0308,443.74053023634974,358.2027367257436,9.91326835300104,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_02
ring_cv_dev_20260912_0309,435.8422610142667,443.3814510648022,10.061917768829284,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_06
ring_cv_dev_20260912_0310,455.54041115394926,395.9706525089625,10.093043972345995,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_04
ring_cv_dev_20260912_0311,459.2004304159323,404.51452873768943,10.176678336736042,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_03
ring_cv_dev_20260912_0312,465.39096438684,429.6521343098893,10.12925942375082,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_04
ring_cv_dev_20260912_0313,441.1322594762385,446.9393416646086,9.816259320523862,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_02
ring_cv_dev_20260912_0314,452.9040966079414,413.9175502189874,9.8450020152603,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,validation,dev_wafer_03
ring_cv_dev_20260912_0315,455.6834830455714,370.75171027359454,9.904859656709364,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_01
ring_cv_dev_20260912_0316,439.92583780275663,445.5575171347932,9.99283760832382,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_03
ring_cv_dev_20260912_0317,438.89092237966224,445.7957501754738,10.058694343115157,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_02
ring_cv_dev_20260912_0318,464.2399093336736,421.46510831110754,10.118138589199368,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,train,dev_wafer_07
ring_cv_dev_20260912_0319,445.3935314496108,380.0611719764128,10.152372390069932,120.0,100.0,220.0,development,False,independent_latin_hypercube,20260912,internal_test,dev_wafer_04
ring_cv_confirm_20270912_0000,464.7950282454144,427.3010686299447,9.991171068371042,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_01
ring_cv_confirm_20270912_0001,456.8042752466965,435.2444806367539,9.812381179588858,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_00
ring_cv_confirm_20270912_0002,441.8310315855288,386.6463547572028,9.88095989304684,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_00
ring_cv_confirm_20270912_0003,431.34348416733104,403.1295719352679,10.024166797656482,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_01
ring_cv_confirm_20270912_0004,468.9857758192261,350.09506036625186,9.805141552228484,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_01
ring_cv_confirm_20270912_0005,453.4134711531997,385.6186923874296,10.134483686790691,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_01
ring_cv_confirm_20270912_0006,440.8137374150702,421.7461540745672,10.106871929905246,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_00
ring_cv_confirm_20270912_0007,451.2970030804916,399.7363122505221,9.815516828287976,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_00
ring_cv_confirm_20270912_0008,448.6117642295197,430.0835245794041,9.846141758493513,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_01
ring_cv_confirm_20270912_0009,445.9120631964976,442.081670174713,9.946318939964309,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_00
ring_cv_confirm_20270912_0010,438.0333797132235,410.3013803924681,10.018059181004144,120.0,100.0,220.0,frozen_confirmation,True,independent_latin_hypercube,20270912,frozen_confirmation,confirm_wafer_01
